DeltaTime,Elapsed,Position
0.00498291617259383,0.00498291617259383,2.99251403358417
0.00498291617259383,0.00996583234518766,2.98502688014215
0.00498291617259383,0.0149487485177815,2.97753871935264
0.00498291617259383,0.0199316646903753,2.97004972999626
0.00498291617259383,0.0249145808629692,2.96256008995559
0.00498291617259383,0.029897497035563,2.95506997621516
0.00498291617259383,0.0348804132081568,2.94757956486155
0.00498291617259383,0.0398633293807507,2.94008903108345
0.00498291617259383,0.0448462455533445,2.93259854917178
0.00498291617259383,0.0498291617259383,2.9251082925198
0.00498291617259383,0.0548120778985322,2.91761843362325
0.00498291617259383,0.059794994071126,2.91012914408053
0.00498291617259383,0.0647779102437198,2.90264059459291
0.00498291617259383,0.0697608264163136,2.89515295496468
0.00498291617259383,0.0747437425889075,2.88766639410347
0.00498291617259383,0.0797266587615013,2.88018108002042
0.00498291617259383,0.0847095749340951,2.87269717983049
0.00498291617259383,0.089692491106689,2.86521485975277
0.00498291617259383,0.0946754072792828,2.85773428511077
0.00498291617259383,0.0996583234518766,2.85025562033278
0.00498291617259383,0.10464123962447,2.8427790289522
0.00498291617259383,0.109624155797064,2.83530467360794
0.00498291617259383,0.114607071969658,2.82783271604482
0.00498291617259383,0.119589988142252,2.82036331711397
0.00498291617259383,0.124572904314846,2.81289663677328
0.00498291617259383,0.12955582048744,2.80543283408786
0.00498291617259383,0.134538736660033,2.79797206723053
0.00498291617259383,0.139521652832627,2.79051449348229
0.00498291617259383,0.144504569005221,2.78306026923286
0.00498291617259383,0.149487485177815,2.77560954998121
0.00498291617259383,0.154470401350409,2.76816249033613
0.00498291617259383,0.159453317523003,2.76071924401679
0.00498291617259383,0.164436233695596,2.75327996385335
0.00498291617259383,0.16941914986819,2.74584480178756
0.00498291617259383,0.174402066040784,2.73841390887341
0.00498291617259383,0.179384982213378,2.73098743527777
0.00498291617259383,0.184367898385972,2.7235655302811
0.00498291617259383,0.189350814558566,2.71614834227807
0.00498291617259383,0.194333730731159,2.70873601877833
0.00498291617259383,0.199316646903753,2.70132870640722
0.00498291617259383,0.204299563076347,2.69392655090652
0.00498291617259383,0.209282479248941,2.6865296971352
0.00498291617259383,0.214265395421535,2.67913828907021
0.00498291617259383,0.219248311594129,2.67175246980731
0.00498291617259383,0.224231227766722,2.66437238156185
0.00498291617259383,0.229214143939316,2.6569981656696
0.00498291617259383,0.23419706011191,2.64962996258767
0.00498291617259383,0.239179976284504,2.64226791189531
0.00498291617259383,0.244162892457098,2.63491215229483
0.00498291617259383,0.249145808629692,2.62756282161251
0.00498291617259383,0.254128724802285,2.62022005679954
0.00498291617259383,0.259111640974879,2.61288399393292
0.00498291617259383,0.264094557147473,2.60555476821644
0.00498291617259383,0.269077473320067,2.5982325139817
0.00498291617259383,0.274060389492661,2.590917364689
